-0.056544036	-0.024208965	-0.038252454	-0.012336719	-0.010731629	0.01195447	-0.015281159	0.087187655	-0.0063509117	0.014210284	-0.031417836	-0.029442282	-0.015862375	0.035981294	-0.098392	-0.0015802676
0.0019138096	-0.016175758	-0.03062637	-0.04017238	0.003926471	-0.029471243	0.0057947687	0.13907877	0.07176222	-0.041260056	-0.028065167	-0.0102268355	-0.045932155	0.016480157	-0.16583522	-0.021074846
0.012003847	0.02270465	-0.008097764	0.09591599	0.0120862	-0.07065723	-0.009939673	0.105517045	-0.000999244	0.02671237	0.024033109	-0.16718808	0.13878462	0.056614913	-0.11242013	-0.17278239
-0.03401432	0.04476565	0.004061117	-0.02978055	0.0032935003	0.015991967	-0.037736382	0.11979632	0.054498743	0.020933583	-0.005656215	-0.05722099	0.0634945	0.08207206	-0.10498473	-0.082912646
-0.09162766	-0.016010953	0.04588566	-0.010384276	-0.020351693	0.031107664	0.026777629	0.13149977	0.06953958	-0.039396897	-0.1157894	0.06274313	-0.007252645	-0.016789192	-0.14725426	0.060890123
-0.041476633	0.038755994	0.034242194	0.026200496	0.0045922245	-0.028933823	0.03759559	0.19858119	0.0151471365	-0.07210921	-0.04637835	-0.09793366	0.03417666	0.017690701	-0.16640735	-0.03597963
-0.06795587	0.010560637	0.051033232	-0.034383383	0.01966441	0.03068916	0.01989688	0.12049079	-0.014589966	-0.016940452	-0.08224127	-0.04574812	0.08882703	0.06084381	-0.17149484	-0.077746175
-0.13218065	-0.14004892	0.10020475	-0.14330912	-0.1787687	0.1224466	0.10859983	0.2805657	0.1281635	-0.18352476	-0.13391021	0.011284976	-0.116195865	-0.13810821	-0.21798775	0.096461795
-0.1063283	-0.07606909	-0.04260195	-0.058103684	-0.04295069	0.07744688	0.08616248	0.15652381	0.038382255	-0.040500704	-0.064711034	-0.040331442	0.03846733	-0.03371025	-0.16302979	-0.067258865
0.018850164	-0.016662963	-0.018281871	-0.092418835	-0.012740174	0.018719325	0.02849854	0.104637474	0.13727395	-0.1223209	-0.08816872	0.15777911	-0.16679561	0.03661826	-0.11247192	0.15370585
0.031939767	0.0071828556	-0.043119363	-0.0041285353	0.026784059	-0.014573028	-0.02959221	0.069849744	0.017505985	0.038101975	-0.006834978	-0.06706063	0.022935344	0.0539859	-0.047792345	-0.05595891
-0.05417451	-0.050141674	0.048795763	-0.046332646	-0.042223107	0.042192385	0.05907024	0.12383768	0.006236825	-0.08230385	-0.11994515	-0.13784526	0.11519556	0.0041028503	-0.13791822	-0.064737655
-1.2374345	-1.1703279	1.1183169	-1.3614602	-1.233325	1.0820101	1.1175605	0.9066461	1.1327407	-1.1319321	-1.0870543	1.40369	-1.303616	-1.272188	-0.9923086	1.3251853
-0.07965881	-0.07608849	0.05566678	-0.10285205	-0.029227767	0.07586095	0.05045582	0.07457884	0.07276345	-0.114798486	-0.008580387	0.07494996	-0.08513227	-0.03840396	-0.06477605	0.088139035
0.016510984	0.055371396	-0.07492103	0.051161762	0.065565124	-0.0827045	-0.03509589	0.11895001	-0.06619283	0.026835926	-0.035580434	-0.109746665	0.08118685	0.046228852	-0.09860091	-0.16730544
-0.06532194	-0.12293349	0.020911716	-0.03776252	-0.073297605	0.12142021	0.07161167	0.18506616	0.085549645	-0.07006871	-0.12233221	0.07097064	-0.024912622	-0.063118145	-0.26065257	0.01512567
